Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat,Lon
Theft,20152113,09/11/2015 - 7:00pm,9/15/15,"TBUT OR DISP BICYCLES U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Open,703 SPORTS CENTER DR,38.027044,-84.500178
Theft,20152068,09/10/2015 - 6:40pm,9/11/15,TBUT OR DISP BICYCLE U/$500/M,No,Open,693 SPORTS CENTER DR,38.027044,-84.500178
Drug Violations,20152057,09/10/2015 - 11:00pm,9/10/15,POSS OF MARIJUANA/M,Yes,Citation issued,685 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150858,09/05/2015 - 10:45pm,9/9/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,685 SPORTS CENTER DR,38.027044,-84.500178
Theft,20152028,09/06/2015 - 9:00pm,9/8/15,TBUT OR DISP BICYCLES U/$500/M,No,Closed,703 SPORTS CENTER DR,38.027044,-84.500178
Theft,20152032,08/21/2015 - 4:00pm,9/8/15,TBUT OR DISP BICYCLES U/$500/M,No,Closed,703 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,20151961,09/03/2015 - 12:09am,9/3/15,"PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL, DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LIC/M; POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",Yes,Citation issued,685 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150829,08/28/2015 - 8:35pm,9/1/15,"PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X5, MINOR IN POSSESSION OF ALCOHOL X2",Yes,Closed - Disciplinary Referral,685 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150830,08/29/2015 - 2:01am,9/1/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,Yes,Closed - Disciplinary Referral,685 SPORTS CENTER DR,38.027044,-84.500178
All Other Offenses,20151919,08/29/2015 - 2:15am,8/29/15,DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LICENSE/M,Yes,Closed,685 SPORTS CENTER DR,38.027044,-84.500178
Theft,20151921,08/26/2015 - 6:00pm,8/29/15,"TBUT OR DISP BICYCLES $500 ORE MORE BUT U/$10,000/F",No,Closed,705 SPORTS CENTER DR,38.027044,-84.500178
Alcohol Intoxication,201525440,08/29/2015 - 2:04am,8/29/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,685 SPORTS CENTER DR,38.027044,-84.500178
Alcohol Intoxication,201525445,08/29/2015 - 2:40am,8/29/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - Disciplinary Referral,685 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150797,08/23/2015 - 10:29pm,8/26/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X5,Yes,Closed - Disciplinary Referral,703 SPORTS CENTER DR,38.027044,-84.500178
Theft,20151875,08/21/2015 - 3:00am,8/23/15,"TBUT OR DISP CONTENTS FROM AUTO U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Open,721 SPORTS CENTER DR,38.027044,-84.500178
Alcohol Intoxication,201524618,08/22/2015 - 9:40pm,8/22/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,703 SPORTS CENTER DR,38.027044,-84.500178
Theft,20151839,08/19/2015 - 7:30am,8/20/15,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed,721 SPORTS CENTER DR,38.027044,-84.500178
Motor Vehicle Theft,20151746,08/07/2015 - 7:00am,8/7/15,"TBUT OR DISP AUTO - $500 OR MORE BUT U/$10,000/F",No,Closed,720 SPORTS CENTER DR,38.027044,-84.500178
All Other Offenses,2015126830,07/28/2015 - 7:33pm,8/4/15,ENDANGERING UNDERGROUND FACILITY - EXCAVATOR,No,Closed - Lexington Police Report,693 SPORTS CENTER DR,38.027044,-84.500178
Assault,CSA20150641,02/01/2015 - 12:00am,7/8/15,ASSAULT,No,Closed - CSA,698 SPORTS CENTER DR,38.027044,-84.500178
Theft,CSA20150387,04/19/2015 - 7:30pm,4/21/15,TBUT OR DISP FROM BUILDING,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150313,04/02/2015 - 8:30pm,4/6/15,PERSON 18-20 POSS/PURCH/ ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,Yes,Closed - Disciplinary Referral,705 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150317,04/05/2015 - 1:13am,4/6/15,PERSON 18-20 POSS/PURCH/ ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,No,Closed - Disciplinary Referral,705 SPORTS CENTER DR,38.027044,-84.500178
Burglary,20150817,04/03/2015 - 6:45pm,4/6/15,BURGLARY 3RD DEGREE/F,No,Open,720 SPORTS CENTER DR,38.027044,-84.500178
Assault,20150768,03/30/2015 - 11:49pm,3/30/15,"ASSAULT 3RD DEGREE - POLICE OFFICER OR PROB OFFICER/F, RESISTING ARREST/M, DISORDERLY CONDUCT 2ND/M",No,Cleared By Arrest,701 SPORTS CENTER DR,38.027044,-84.500178
Drug Violations,20150579,03/05/2015 - 11:50pm,3/6/15,POSS OF MARIJUANA/M,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Drug Violations,20150565,03/04/2015 - 5:44pm,3/4/15,DRUG PARAPHERNALIA - BUY/POSSESS/M,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150181,02/12/2015 - 10:30pm,2/24/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Alcohol Intoxication,201505330,02/19/2015 - 1:24am,2/19/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,201504014,02/13/2015 - 10:00pm,2/13/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Drug Violations,20150413,02/13/2015 - 10:49pm,2/13/15,POSS OF MARIJUANA/M; DRUG PARAPHERNALIA-BUY/POSSESS/M; PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Citation issued,701 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,20150414,02/13/2015 - 10:00pm,2/13/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL/V.,No,Closed,701 Sports Center Dr,38.027044,-84.500178
Liquor Law Violation,CSA20150139,02/06/2015 - 2:51am,2/9/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X7,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150140,02/07/2015 - 7:45pm,2/9/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,705 SPORTS CENTER DR,38.027044,-84.500178
All Other Offenses,20150294,02/03/2015 - 4:30pm,2/3/15,VIOLATION OF CONDITIONS OF RELEASE/M,Yes,Open,705 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20150058,01/17/2015 - 4:20pm,1/20/15,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,Yes,Closed - Disciplinary Referral,705 SPORTS CENTER DR,38.027044,-84.500178
Criminal Mischief,20150160,01/19/2015 - 2:25am,1/19/15,CRIMINAL MISCHIEF 3RD/M,No,Open,721 SPORTS CENTER DR,38.027044,-84.500178
Drug Violations,20150110,01/14/2015 - 3:30pm,1/14/15,DRUG PARAPHERNALIA - BUY/POSSESS/M,Yes,Citation issued,705 SPORTS CENTER DR,38.027044,-84.500178
Theft,20150111,01/13/2015 - 6:30pm,1/14/15,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open,705 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20160216,02/26/2016 - 10:05am,2/29/16,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,No,Closed - CSA,703 SPORTS CENTER DR,38.027044,-84.500178
Assault,20160361,02/18/2016 - 9:20am,2/18/16,"ASSAULT, 4TH DEGREE (MINOR INJURY) DOMESTIC VIOLENCE/M",Yes,Closed,685 SPORTS CENTER DR,38.027044,-84.500178
Sex Offenses,CSA20160194,10/15/2016 - 7:30pm,2/18/16,"RAPE 1ST DEGREE-DOMESTIC VIOLENCE, SODOMY 1ST DEGREE-DOMESTIC VIOLENCE, VOYEURISM",Yes,Closed - CSA,703 SPORTS CENTER DR,38.027044,-84.500178
Sex Offenses,20160349,10/31/2015 - 11:40pm,2/16/16,SEXUAL MISCONDUCT,Yes,Unfounded,693 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20160182,02/13/2016 - 9:50pm,2/14/16,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,Yes,Closed - CSA,685 SPORTS CENTER DR,38.027044,-84.500178
Sex Offenses,CSA20160159,10/31/2016 - 12:00am,2/9/16,SEXUAL ASSAULT,Yes,Unfounded,693 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20160139,02/03/2016 - 8:45pm,2/5/16,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,No,Closed - CSA,685 SPORTS CENTER DR,38.027044,-84.500178
Theft,20160173,01/24/2016 - 10:00pm,1/25/16,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Closed,703 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20160071,01/18/2016 - 9:30pm,1/18/16,POSSESSION OF OPEN CONTAINER IN A MOTOR VEHICLE; PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,Yes,Closed - CSA,685 SPORTS CENTER DR,38.027044,-84.500178
Harassing Communications,CSA20160058,01/14/2016 - 10:00am,1/15/16,HARASSING COMMUNICATIONS,No,Closed - CSA,703 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20160057,01/14/2016 - 10:05pm,1/14/16,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL x5,No,Closed - CSA,685 SPORTS CENTER DR,38.027044,-84.500178
Theft,20160089,12/18/2015 - 4:00pm,1/13/16,TBUT OR DISP BICYCLES U/$500/M,No,Closed,685 SPORTS CENTER DR,38.027044,-84.500178
Drug Violations,20160072,01/11/2016 - 6:30pm,1/11/16,"TRAF IN MARIJUANA (LESS THAN 8 OZ.) 1ST OFF/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS OF MARIJUANA/M",Yes,Citation issued,685 SPORTS CENTER DR,38.027044,-84.500178
Liquor Law Violation,CSA20160046,01/11/2016 - 10:00pm,1/11/16,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL x3,Yes,Closed - Disciplinary Referral,705 SPORTS CENTER DR,38.027044,-84.500178
Burglary,20133287,12/04/2013 - 8:00pm,12/4/13,BURGLARY 3RD/F,No,Open,1401 NICHOLASVILLE RD,38.02714,-84.511436
Alcohol Intoxication,2013176021,11/02/2013 - 6:30pm,11/5/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,FOREST PARK & NICHOLASVILLE RD,38.027238,-84.510976
DUI,20132054,08/04/2013 - 2:47am,8/4/13,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M, CARELESS DRIVING",No,Cleared By Arrest,NICHOLASVILLE RD & FOREST PARK,38.027238,-84.510976
DUI,20131879,07/14/2013 - 1:16am,7/14/13,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M,No,Cleared By Arrest,FOREST PARK & NICHOLASVILLE RD,38.027238,-84.510976
DUI,20131329,05/09/2013 - 12:32am,5/9/13,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 2ND OFF/M, FAILURE TO NOTIFY ADDRESS CHANGE TO DEPT OF TRANSPORTATION/M, CARELESS DRIVING",No,Cleared By Arrest,NICHOLASVILLE RD & FOREST PARK,38.027238,-84.510976
DUI,20140802,03/30/2014 - 2:13am,3/30/14,"Failure to Illuminate Head Lamps/V, Failure to Produce Insurance Card/V, OPER Mtr Vehicle U/Influ ALC/Drugs/Etc. .08(AGG Circum) 1st/M.",No,Cleared By Arrest,Nicholasville Rd & Forest Park,38.027238,-84.510976
Drug Violations,20151590,07/18/2015 - 2:38pm,7/18/15,"OPERATING ON SUS OR REV OPER LICENSE/M, NO REGISTRATION PLATES, FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC 1ST OFF/M, DRUG PARAPHERNALIA - BUY/ POSSESS/M",No,Cleared By Arrest,NICHOLASVILLE RD & FOREST PARK,38.027238,-84.510976
Burglary,20131440,05/20/2013 - 10:00am,5/21/13,BURGLARY 3RD/F,No,Closed,1398 NICHOLASVILLE RD,38.027278,-84.510943
Harassing Communications,20130858,09/01/2010 - 12:01am,3/26/13,HARASSING COMMUNICATIONS/M,No,Open,1398 NICHOLASVILLE RD,38.027278,-84.510943
Theft,20152064,08/24/2015 - 8:00am,9/11/15,"TBUT or DISP from Building $500 or more but U/$10,000",No,Open,1398 NICHOLASVILLE RD,38.027278,-84.510943
Drug Violations,20150992,04/25/2015 - 11:18pm,4/25/15,"CRIMINAL MISCHIEF 2ND/M, POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Citation issued,1398 NICHOLASVILLE RD,38.027278,-84.510943
Drug Violations,20150922,04/18/2015 - 12:39am,4/18/15,"POSS CONT SUB 1ST DEG 1ST OFF (COCAINE)/F, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,1398 NICHOLASVILLE RD,38.027278,-84.510943
Drug Violations,20131530,05/31/2013 - 3:09am,5/31/13,"ONE HEADLIGHT, OPERATING ON SUS OR REV LICENSE/M, TRAFFIC IN CONT SUB 1ST DEGREE 1ST OFF (> OR = 4 GMS COCAINE )/F, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,FOREST PARK & ELIZABETH ST,38.02756,-84.513746
All Other Offenses,20140601,03/09/2014 - 4:20pm,3/9/14,INDECENT EXPOSURE 2ND/M; ALSO OCCURRED AT 422 ROSE LN; HARASSING COMMUNICATIONS,No,Citation issued,COMPLEX DR & SPORTS CENTER DR,38.027666,-84.500795
Drug Violations,20133526,12/30/2013 - 12:03am,12/30/13,"DISREGARDING TRAFFIC CONTROL DEVICE, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, LICENSE TO BE IN POSSESSION/M, FAILURE TO PRODUCE INSURANCE CARD, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, POSS OF MARIJUANA/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
Alcohol Intoxication,20133354,12/11/2013 - 2:11am,12/11/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
DUI,20133115,11/15/2013 - 3:05am,11/15/13,"CARELESS DRIVING, FAILURE TO PRODUCE INSURANCE CARD, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M",No,Cleared By Arrest,COOPER DR & SOUTH LIMESTONE ST,38.028101,-84.510678
Disorderly Conduct,2013163667,10/12/2013 - 6:30pm,10/16/13,"RECKLESS DRIVING, NO OPERATORS/MOPED LICENSE, DISORDERLY CONDUCT 2ND/M",No,Closed - Lexington Police Report,NICHOLASVILLE RD & COOPER DR,38.028101,-84.510678
Assault,2013156073,09/30/2013 - 1:00pm,10/2/13,"ASSAULT 4TH DOMESTIC VIOLENCE MINOR INJURY/M, ASSAULT 4TH MINOR INJURY/M",No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
Alcohol Intoxication,2013146765,09/14/2013 - 3:38pm,9/17/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
Alcohol Intoxication,2013141899,09/07/2013 - 12:10am,9/10/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND O,No,Closed - Lexington Police Report,S Limestone @ Waller Ave,38.028101,-84.510678
Drug Violations,20132025,07/31/2013 - 11:57pm,7/31/13,"DRUG PARAPHERNALIA - BUY/POSSESS/M, NO REGISTRATION PLATES, FAILURE TO PRODUCE INSURANCE CARD",No,Citation issued,NICHOLASVILLE RD & COOPER DR,38.028101,-84.510678
DUI,2013080541,06/01/2013 - 3:07am,6/3/13,"DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES/M, CARELESS DRIVING",No,Closed - Lexington Police Report,NICHOLASVILLE RD & COOPER DR,38.028101,-84.510678
DUI,20131485,05/26/2013 - 1:36am,5/26/13,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, NO OPERATORS-MOPED LICENSE/M, FAILURE TO ILLUMINATE HEAD LAMPS",No,Cleared By Arrest,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
Drug Violations,20131230,04/28/2013 - 10:50pm,4/28/13,"POSS OF MARIJUANA/M, FAILURE TO PRODUCE INSURANCE CARD, NO REGISTRATION PLATES",No,Citation issued,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678
Criminal Mischief,2013056610,04/22/2013 - 3:30pm,4/24/13,"HARASSMENT, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report,COOPER DR & NICHOLASVILLE RD,38.028101,-84.510678
DUI,2013051335,04/13/2013 - 12:27am,4/15/13,"OPER MOTOR VEHICLE U/INFLU ALCOHOL <21 YOA, FAILURE TO ILLUMINATE HEAD LAMPS",No,Closed - Lexington Police Report,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678
DUI,20130836,03/24/2013 - 2:13am,3/24/13,OPERATING MOTOR VEHICLE UNDER THE INFLUENCE ALC/DRUGS/ETC .08 1ST OFFENSE/M,No,Cleared By Arrest,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
Alcohol Intoxication,20130975,03/20/2013 - 1:42am,3/20/13,ALCOHOL INTOXICATION IN PUBLIC PLACE 1ST & 2ND OFFENSE,No,Cleared By Arrest,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
Alcohol Intoxication,201313921,03/07/2013 - 4:25am,3/7/13,ALCOHOL INTOXICATION,No,Closed - Referred to Another Agency,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
DUI,2013012719,01/26/2013 - 1:55am,1/29/13,"DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES, FAILURE TO OR IMPROPER SIGNAL",No,Closed - Lexington Police Report,COOPER DR & S LIMESTONE ST,38.028101,-84.510678
DUI,2013009313,01/19/2013 - 2:30am,1/21/13,"DUI ALC/DRUGS/ECT 1ST OFFENSE, FAILURE TO OR IMPROPER SIGNAL, NO/EXPIRED KENTUCKY REGISTRATION RECEIPT, FAILURE OF OWNER TO MAINTAIN REQ INSURANCE 1ST OFF",No,Closed - Lexington Police Report,COOPER DR & NICHOLASVILLE RD,38.028101,-84.510678
DUI,2013005226,01/11/2013 - 1:29am,1/14/13,"POSS OF MARIJUANA, DRUG PARAPHERNALIA-BUY/POSSESS X2, ALCO BEV CONTAINER IN AUTO, DUI ALC/DRUGS/ECT 2ND W/AGG CIRCUMSTANCES,",No,Closed - Lexington Police Report,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678
DUI,20143375,12/06/2014 - 2:20am,12/6/14,"CARELESS DRIVING, IMPROPER TURNING, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL, FAILURE TO PRODUCE INSURANCE CARD",No,Cleared By Arrest,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
Drug Violations,20143312,11/29/2014 - 1:34pm,11/29/14,"DISREGARDING TRAFFIC CONTROL DEVICE - TRAFFIC LIGHT, FLEEING OR EVADING POLICE 2ND DEGREE (MOTOR VEHICLE)/M, POSS OF MARIJUANA/M",No,Open,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
DUI,20142989,10/28/2014 - 2:36am,10/28/14,"ONE HEADLIGHT, POSS OF MARIJUANA/M, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, CARELESS DRIVING, FLEEING OR EVADING POLICE 2ND DEGREE (ON FOOT)/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,COOPER DR & NICHOLASVILLE RD,38.028101,-84.510678
DUI,20141642,06/21/2014 - 3:15am,6/21/14,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM)1ST OFF/M, DISREGARDING TRAFFIC CONTROL DEVICE-TRAFFIC LIGHT",No,Cleared By Arrest,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
Drug Violations,20141507,06/06/2014 - 1:10am,6/6/14,"Oper Mtr Vehicle U/Influence ALC/Drugs/ETC. .08-1st off/M, Poss of Marijuana/M.",No,Cleared By Arrest,Nicholasville Rd and Waller Ave,38.028101,-84.510678
DUI,20141268,05/11/2014 - 4:27am,5/11/14,"CARELESS DRIVING, OPER MOTOR VEHICLE U/INFLU ALCOHOL < 21 YOA",No,Cleared By Arrest,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678
DUI,20141130,05/01/2014 - 2:38am,5/1/14,"FAILURE TO WEAR SEAT BELTS, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,WALLER AVE & NICHOLASVILLE RD,38.028101,-84.510678
Drug Violations,20140767,03/26/2014 - 2:18am,3/26/14,"Careless Driving/V, Poss of Marijuana/M.",No,Citation issued,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
Drug Violations,20140723,03/21/2014 - 11:21pm,3/21/14,"NO REGISTRATION PLATES, FAILURE TO OWNER TO MAINTAIN REQUIRED INS/SEC 1ST/M, FAILURE TO REGISTER TRANSFER OF MOTOR VEHICLE/M, POSS OF MARIJUANA/M",No,Citation issued,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
DUI,20140586,03/08/2014 - 12:06am,3/8/14,"NO REGISTRATION PLATES, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED",No,Cleared By Arrest,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
Drug Violations,2014015485,01/29/2014 - 9:56pm,1/31/14,"REAR LICENSE NOT ILLUMINATED, FAILURE OF OWNER TO MAINTAIN REQ INSURANCE 1ST OFF, POSS CONT SUB-1ST DEGREE-1ST OFFENSE-OPIATES, POSS OF MARIJUANA, POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIF, DRUG PARAPHERNALIA-BUY/POSSESS",No,Closed - Lexington Police Report,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678
DUI,2014009018,01/18/2014 - 4:39am,1/21/14,"DUI 1ST (AGG CIRCUM)/M, LEAVING SCENE OF ACCIDENT/FAIL TO RENDER AID OR ASSISTANCE/M",No,Closed - Lexington Police Report,WALLER AVE & NICHOLASVILLE RD,38.028101,-84.510678
DUI,20152345,10/10/2015 - 3:00am,10/10/15,"CARELESS DRIVING, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M",No,Cleared By Arrest,WALLER AVE & NICHOLASVILLE RD,38.028101,-84.510678
DUI,20152197,09/24/2015 - 2:00am,9/24/15,"CARELESS DRIVING, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M",No,Cleared By Arrest,COOPER DR & NICHOLASVILLE RD,38.028101,-84.510678
DUI,2015141606,08/20/2015 - 1:10am,8/25/15,"FAILURE TO ILLUMINATE HEAD LAMPS, NO REGISTRATION PLATES, DUI ALC/DRUGS/ETC 1ST W/AGG CIRCUMSTANCES",No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
DUI,20151850,08/21/2015 - 2:55am,8/21/15,"FAILURE TO OR IMPROPER SIGNAL, CARELESS DRIVING, OPER MTR VEHICLE U/INFLU/ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & COOPER DR,38.028101,-84.510678
DUI,20150930,04/19/2015 - 2:33am,4/19/15,"FAILURE TO PRODUCE INSURANCE CARD, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & WALLER AVE,38.028101,-84.510678
DUI,20150370,02/11/2015 - 2:35am,2/11/15,"NO TAIL LAMPS, OPERATING ON SUS OR REV OPER LICENSE/M, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M",No,Cleared By Arrest,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678
All Other Offenses,2014061658,05/06/2014 - 5:46pm,5/8/14,INDECENT EXPOSURE 1ST DEGREE 1ST OFFENSE,No,Closed - Lexington Police Report,1513 SOUTH LIMESTONE ST,38.028152,-84.510681
Burglary,2013020192,02/10/2013 - 2:43am,2/10/13,ASSIST METRO REFERENCE BURGLARY 2ND,No,Closed - Lexington Police Report,124 WALLER AVENUE,38.02822,-84.512488
Theft,20133168,11/20/2013 - 6:15pm,11/20/13,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1210 UNIVERSITY DR,38.028496,-84.504769
Theft,20133120,11/15/2013 - 5:25pm,11/15/13,"TBUT OR DISP FROM BUILDING $500 BUT U/$10,000/F",No,Open,1210 UNIVERSITY DR,38.028496,-84.504769
Theft,20133096,11/12/2013 - 5:15pm,11/12/13,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,1210 UNIVERSITY DR,38.028496,-84.504769
Theft,20133041,11/06/2013 - 2:30pm,11/6/13,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,1210 UNIVERSITY DR,38.028496,-84.504769
