Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat V Lookup,Lon V Lookup,lat,lon
Theft,20142560,09/15/2014 - 8:00am,9/19/2014,Tbut or Disp from Building u/$500/m,No,Closed,750 Rose St,38.032456,-84.507403,38.032456,-84.507403
Theft,20142563,09/12/2014 - 4:00pm,9/19/2014,Tbut or Disp all others u/$500/m,No,Closed,1300 Sports Center Dr,38.023358,-84.501622,38.023358,-84.501622
DUI,20142564,09/19/2014 - 3:05pm,9/19/2014,"Reckless Driving/v, Oper Mtr Vehicle u/influence Alc/Drugs/Etc. .08-1st off/m",No,Cleared By Arrest,South Limestone and Pine Street,38.042646,-84.502291,38.042646,-84.502291
Theft,20142565,09/18/2014 - 8:30pm,9/19/2014,Tbut or Disp from Building u/$500/m,No,Closed,750 Woodland Ave,38.03108,-84.500851,38.031080,-84.500851
Alcohol Intoxication,201430279,09/19/2014 - 11:35pm,9/19/2014,Alcohol Intoxication/v,No,Closed - Disciplinary Referral,505 Rose St,38.035484,-84.503489,38.035484,-84.503489
Assault,CSA20141375,09/19/2014 - 10:05pm,9/19/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141376,09/19/2014 - 8:15pm,9/19/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141377,09/19/2014 - 7:35pm,9/19/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141378,09/19/2014 - 2:37pm,9/19/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141379,09/19/2014 - 2:07pm,9/19/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141380,09/19/2014 - 7:18am,9/19/2014,Terroristic Threatening 3rd/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141352,09/18/2014 - 2:40am,9/18/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Drug Violations,2014156717,09/16/2014 - 1:20pm,9/18/2014,Drug Paraphernalia-buy/possess/m,No,Closed - Lexington Police Report,Bolivar St,38.04289,-84.506406,38.042890,-84.506406
Theft,CSA20141355,09/16/2014 - 8:00pm,9/18/2014,Tbut or Disp from building u/$500/m,No,Closed - CSA,750 Woodland Ave,38.03108,-84.500851,38.031080,-84.500851
Harassment,CSA20141356,09/13/2014 - 3:00am,9/18/2014,Harassment physical contact- no injury/m,No,Closed - CSA,758 Woodland Ave,38.029441,-84.502532,38.029441,-84.502532
Liquor Law Violation,CSA20141357,09/11/2014 - 12:45pm,9/18/2014,Person 18-20 Poss Alcohol/vX4,No,Closed - CSA,361 Huguelet Dr,38.031734,-84.504161,38.031734,-84.504161
Liquor Law Violation,CSA20141358,09/13/2014 - 10:06am,9/18/2014,Person 18-20 Poss Alcohol/vX2,No,Closed - CSA,340 Huguelet Dr,38.033336,-84.506076,38.033336,-84.506076
Harassment,20142553,09/18/2014 - 4:30pm,9/18/2014,HARASSMENT - PHYSICAL CONTACT - NO INJURY/M,No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Drug Violations,20142554,09/18/2014 - 9:47pm,9/18/2014,POSS OF MARIJUANA/M,Yes,Closed - Disciplinary Referral,754 WOODLAND AVE,38.031067,-84.500869,38.031067,-84.500869
Drug Violations,20142555,09/18/2014 - 10:46pm,9/18/2014,"POSS OF MARIJUANA/M x2, DRUG PARAPHERNALIA - BUY/POSSESS/M x2",Yes,Citation issued,763 WOODLAND AVE,38.031112,-84.500862,38.031112,-84.500862
Assault,CSA20141364,09/18/2014 - 6:53pm,9/18/2014,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20141365,09/18/2014 - 10:15pm,9/18/2014,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20142538,09/17/2014 - 12:49am,9/17/2014,"Oper Mtr Vehicle u/influ Alc/Drugs/Etc. .08 (agg circum) 1st/m, Operating on sus or rev oper license/m, Disregarding Traffic Cont Dev-Traffic light/v.",No,Cleared By Arrest,South Limestone and Campus Drive,38.042342,-84.502708,38.042342,-84.502708
Drug Violations,20142539,09/17/2014 - 2:06am,9/17/2014,"No registration plates/v, Oper Mtr Vehicle u/influence Alc/Drugs/Etc. .08-1st/m, Drug Paraphernalia-buy/possess/m.",No,Cleared By Arrest,South Limestone and Pine Street,38.042646,-84.502291,38.042646,-84.502291
Assault,CSA20141341,09/17/2014 - 6:40am,9/17/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141342,09/17/2014 - 12:40pm,9/17/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141343,09/17/2014 - 12:06pm,9/17/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141345,09/16/2014 - 7:00pm,9/17/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141351,09/17/2014 - 9:30am,9/17/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Theft,20142540,09/10/2014 - 4:00pm,9/17/2014,Tbut or Disp from building u/$500/m,No,Closed,1135 Red Mile PL,#N/A,#N/A,#N/A,#N/A
Robbery,20142545,09/17/2014 - 8:38pm,9/17/2014,Attempted Robbery 2nd/f,No,Open,180 Avenue of Champions,38.039828,-84.502039,38.039828,-84.502039
Theft,20142547,09/15/2014 - 7:45am,9/17/2014,Tbut or Disp from Building u/$500/m,No,Open,800 Rose Street,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20142543,09/17/2014 - 1:06pm,9/17/2014,Criminal Trespassing 3rd/v,No,Cleared By Arrest,310 South Limestone Rd,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20142542,09/17/2014 - 11:30am,9/17/2014,Criminal Mischief 2nd/m,No,Closed,300 Alumni Dr,38.018062,-84.507518,38.018062,-84.507518
Assault,CSA20141353,09/17/2014 - 10:30pm,9/17/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141354,09/17/2014 - 8:50pm,9/17/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Liquor Law Violation,CSA20141359,09/06/2014 - 12:15pm,9/17/2014,Person 18-20 Poss Alcohol/vX5,No,Closed - CSA,758 Woodland Ave,38.029441,-84.502532,38.029441,-84.502532
Liquor Law Violation,CSA20141360,09/06/2014 - 12:25pm,9/17/2014,Person 18-20 Poss Alcohol/vX5,No,Closed - CSA,705 Sports Center,#N/A,#N/A,#N/A,#N/A
Liquor Law Violation,CSA20141361,09/06/2014 - 2:30am,9/17/2014,Person 18-20 Poss Alcohol/vX3,No,Closed - CSA,362 South Martin Luther King,38.040864,-84.501405,38.040864,-84.501405
Liquor Law Violation,CSA20141362,09/06/2014 - 12:00pm,9/17/2014,Person 18-20 Poss Alcohol/vX2,No,Closed - CSA,767 Woodland Ave,38.031091,-84.500891,38.031091,-84.500891
Criminal Mischief,CSA20141363,09/06/2014 - 5:10pm,9/17/2014,Criminal Mischief 3rd/m,No,Closed - CSA,701 Sports Center Dr,38.027044,-84.500178,38.027044,-84.500178
Alcohol Intoxication,201429911,09/16/2014 - 4:10am,9/16/2014,Alcohol Intoxication/v,No,Closed,1000 South Limestone,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141335,09/16/2014 - 4:12am,9/16/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Sex Offenses,CSA20141339,08/23/2014 - 2:30am,9/16/2014,Rape 2nd/f,No,Closed - CSA,720 Woodland Ave,38.031287,-84.50057,38.031287,-84.500570
Theft,20142530,08/29/2014 - 8:00am,9/16/2014,"Tbut or Disp Shoplifting $500 or more but u/$10,000/f",No,Open,180 Avenue of Champions,38.039828,-84.502039,38.039828,-84.502039
Criminal Mischief,20142532,09/15/2014 - 2:00pm,9/16/2014,Criminal Mischief 3rd/m,No,Open,160 Funkhouser Dr,38.035398,-84.504731,38.035398,-84.504731
Theft,20142535,09/16/2014 - 9:05am,9/16/2014,Theft of Motor Vehicle Registration Plate/f,No,Open,1540 University Dr,38.023281,-84.506236,38.023281,-84.506236
Theft,20142536,09/14/2014 - 2:00pm,9/16/2014,Theft of Motor Vehicle Registration Plate/f,No,Open,349 Scott St,38.039873,-84.507131,38.039873,-84.507131
Drug Violations,20142537,09/16/2014 - 11:11pm,9/16/2014,"Poss of Marijuana/m, DRUG PARAPHERNALIA - BUY/POSSESS",No,Citation issued,720 Woodland Ave,38.031287,-84.50057,38.031287,-84.500570
Theft,CSA20141340,09/16/2014 - 11:35am,9/16/2014,Tbut or Disp from building u/$500/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141344,09/16/2014 - 8:20pm,9/16/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141346,09/16/2014 - 9:39pm,9/16/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141347,09/16/2014 - 6:55pm,9/16/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141348,09/16/2014 - 4:50pm,9/16/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141349,09/16/2014 - 1:50pm,9/16/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141350,09/16/2014 - 2:20pm,9/16/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Theft,20142541,09/15/2014 - 7:45pm,9/16/2014,Tbut or Disp from Building u/$500/m,No,Closed,310 South Limestone Rd,#N/A,#N/A,#N/A,#N/A
Drug Violations,20142549,09/16/2014 - 1:04am,9/16/2014,Drug Paraphernalia-buy/possess/m,No,Closed,1000 South Limestone,#N/A,#N/A,#N/A,#N/A
Theft,2014156800,09/12/2014 - 11:00am,9/16/2014,TBUT OR DISP BICYCLES U/$500/M,No,Closed - Lexington Police Report,845 RED MILE RD,38.043891,-84.525186,38.043891,-84.525186
Assault,CSA20141320,09/15/2014 - 11:35am,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141321,09/15/2014 - 11:00am,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141322,09/15/2014 - 8:45am,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141323,09/15/2014 - 8:56am,9/15/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141324,09/15/2014 - 6:09am,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141325,09/15/2014 - 3:26am,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141326,09/15/2014 - 7:37pm,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Theft,20142523,09/13/2014 - 5:00pm,9/15/2014,Tbut or Disp from Building u/$500/m,No,Open,361 Huguelet Dr,38.031734,-84.504161,38.031734,-84.504161
Theft,20142524,09/15/2014 - 11:00am,9/15/2014,Tbut or Disp from building u/$500/m,No,Closed,338 Lexington Ave,38.040647,-84.500217,38.040647,-84.500217
Criminal Mischief,20142525,09/13/2014 - 5:00pm,9/15/2014,Criminal Mischief 3rd/m,No,Open,720 Woodland Ave,38.031287,-84.50057,38.031287,-84.500570
All Other Offenses,CSA20141332,08/30/2014 - 8:00am,9/15/2014,Stalking 2nd/m,No,Closed - CSA,On Campus,38.040584,-84.503716,38.040584,-84.503716
Assault,CSA20141336,09/15/2014 - 9:10pm,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141337,09/15/2014 - 7:15pm,9/15/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141338,09/15/2014 - 3:25pm,9/15/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Drug Violations,2014156223,09/15/2014 - 2:06pm,9/15/2014,"Alcohol Intox in a public place (1st & 2nd offense/v, Drug Paraphernalia-Buy/Possess/m",No,Closed - Lexington Police Report,325 South Limestone,38.043009,-84.502221,38.043009,-84.502221
DUI,20142507,09/14/2014 - 3:24am,9/14/2014,"Improper Turning/v, Oper Mtr Vehicle u/influ alc/drugs/etc. .08 (agg circum)/m, Failure to produce Insurance card/v",No,Cleared By Arrest,South Limestone & Transcript Ave,38.03154,-84.509478,38.031540,-84.509478
Criminal Trespass,20142512,09/14/2014 - 2:50pm,9/14/2014,Criminal Trespassing 3rd/v,No,Cleared By Arrest,721 Press Ave,38.034823,-84.511749,38.034823,-84.511749
Drug Violations,20142516,09/14/2014 - 11:35pm,9/14/2014,"Careless Driving/v, Drug Paraphernalia-buy/possess/m, Traff in Cont Sub, 3rd Degree, 1st off-(<20 DU Drug Unspec/m",No,Cleared By Arrest,Virginia Ave & Press Ave,38.035557,-84.511311,38.035557,-84.511311
DUI,20142517,09/15/2014 - 2:54am,9/14/2014,"Failure to Illuminate Head Lamps/v, Oper Mtr Vehicle U/influence Alc/drugs/etc. .08-1st off/m",No,Cleared By Arrest,University Dr &b Huguelet Dr,38.031422,-84.503859,38.031422,-84.503859
Terroristic Threatening,CSA20141316,09/14/2014 - 2:37am,9/14/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141327,09/14/2014 - 6:22pm,9/14/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141328,09/14/2014 - 5:59pm,9/14/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141329,09/14/2014 - 11:30am,9/14/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,201429649,09/14/2014 - 12:11am,9/14/2014,Alcohol Intoxication in a Public Place X2,Yes,Closed - Disciplinary Referral,650 Woodland Avenue,#N/A,#N/A,#N/A,#N/A
Assault,20142500,09/13/2014 - 2:44am,9/13/2014,Assault 4th degree (no visible injury)/m,No,Closed,East Maxwell St/Haggerman,38.040584,-84.503716,38.040584,-84.503716
Alcohol Intoxication,201429558,09/13/2014 - 12:32am,9/13/2014,Alcohol Intoxication in a Public Place/v.,No,Closed - Disciplinary Referral,344 Martin Luther King Blvd,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,201429570,09/13/2014 - 3:05am,9/13/2014,Alcohol Intoxication/v,No,Closed - Disciplinary Referral,701 Sports Center Dr,38.027044,-84.500178,38.027044,-84.500178
Assault,CSA20141309,09/13/2014 - 3:07pm,9/13/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141310,09/13/2014 - 9:20am,9/13/2014,Terroristic Threatening 3rd/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141311,09/13/2014 - 6:30am,9/13/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141312,09/13/2014 - 2:20am,9/13/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141317,09/13/2014 - 4:43pm,9/13/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141318,09/13/2014 - 3:36pm,9/13/2014,Terroristic Threatening 3/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141319,09/13/2014 - 3:12pm,9/13/2014,"Assault 4th/m, Indecent Exposure 2/m.",No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,201429555,09/13/2014 - 12:05am,9/13/2014,Alcohol Intoxication/v,No,Closed - Disciplinary Referral,319 Columbia Ter,38.035432,-84.502013,38.035432,-84.502013
DUI,20142485,09/12/2014 - 3:31am,9/12/2014,"Rear License not Illuminated/v, No Brake Lights/v, Oper Mtr Vehicle U/influ Alc/Drugs/Etc..08(agg circum)/m, Person 19-20 poss/purch/att purch/have another purch alcohol/v, Display or poss of cancelled or fictitious oper li/m",No,Cleared By Arrest,Elizabeth St and Conn Terr,38.031339,-84.51223,38.031339,-84.512230
All Other Offenses,2014154403,09/12/2014 - 1:30am,9/12/2014,"Person <21 enter/remain on premises to obtain alcohol/v, Fleeing and Evading Police on foot/m",No,Closed - Lexington Police Report,310 South Limestone Rd,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141302,09/12/2014 - 1:45am,9/12/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141303,09/11/2014 - 10:30pm,9/12/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141304,09/11/2014 - 9:56pm,9/12/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
All Other Offenses,20142493,09/12/2014 - 6:43pm,9/12/2014,Fleeing or evading police 2nd degree (on foot)/m,No,Open,125 Avenue of Champions,38.040994,-84.503272,38.040994,-84.503272
Alcohol Intoxication,20142495,09/12/2014 - 8:55pm,9/12/2014,"Alcohol Intox in a public place (1st & 2nd offense/v, Resisting arrest/m.",No,Cleared By Arrest,405 Rose St,38.037758,-84.501121,38.037758,-84.501121
Criminal Trespass,20142496,09/12/2014 - 11:23pm,9/12/2014,Criminal Trespassing 3rd Degree/v.,No,Cleared By Arrest,310 South Limestone Rd,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20142497,09/12/2014 - 11:58pm,9/12/2014,Alcohol Intox in a public place (1st & 2nd offense/v,No,Cleared By Arrest,125 Avenue of Champions,38.040994,-84.503272,38.040994,-84.503272
Receiving Stolen Property,20142499,09/12/2014 - 11:16pm,9/12/2014,"Receiving Stolen Property u/$10,000/f, No operators-moped license/m",No,Cleared By Arrest,1037 South Limestone St,38.030433,-84.51027,38.030433,-84.510270
Assault,CSA20141313,09/12/2014 - 9:20pm,9/12/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141314,09/12/2014 - 9:58pm,9/12/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141315,09/12/2014 - 6:18pm,9/12/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Theft,CSA20141333,08/24/2014 - 9:45pm,9/12/2014,Tbut or Disp from Building u/$500/m.,No,Closed - CSA,404 Administration Dr,38.03902,-84.505081,38.039020,-84.505081
Theft,2014154823,09/12/2014 - 7:53pm,9/12/2014,Criminal Mischief 3rd Degree/m,No,Closed - Lexington Police Report,845 Red Mile Rd,38.043891,-84.525186,38.043891,-84.525186
DUI,20142476,09/11/2014 - 1:37am,9/11/2014,"Reckless Driving/v, Oper Mtr Vehicle u/influ Alc/Drugs/Etc. .08(agg circum) 1st/m",No,Cleared By Arrest,South Limestone and Warren Court,38.043909,-84.500554,38.043909,-84.500554
Alcohol Intoxication,20142477,09/11/2014 - 2:57am,9/11/2014,Alcohol Intox in a Public Place (1st & 2nd offense/v,No,Cleared By Arrest,Jersey Street,38.042758,-84.503202,38.042758,-84.503202
Assault,CSA20141296,09/11/2014 - 1:18am,9/11/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,20142479,09/11/2014 - 1:30pm,9/11/2014,"Assault 4th degree (minor injury)/m, Criminal Mischief 3rd/m",No,Closed,344 Martin Luther King Blvd,#N/A,#N/A,#N/A,#N/A
Theft,20142481,09/09/2014 - 3:30pm,9/11/2014,Tbut or Disp Bicycles u/$500/m,No,Closed,343 Martin Luther King Blvd,#N/A,#N/A,#N/A,#N/A
Theft,20142482,09/10/2014 - 6:06pm,9/11/2014,"Criminal Mischief 3rd/m, Tbut or Disp from Auto/m",No,Open,110 Transcript Ave,38.031633,-84.509949,38.031633,-84.509949
Theft,20142483,09/11/2014 - 11:30am,9/11/2014,Tbut or Disp from building u/$500/m,No,Closed,310 South Limestone Rd,#N/A,#N/A,#N/A,#N/A
Theft,20142484,09/11/2014 - 11:52pm,9/11/2014,"Receiving Stolen Property u/$500/m, Theft-Receipt of Stolen Credit/Debit Card/m",No,Open,752 Woodland Ave,38.031073,-84.50086,38.031073,-84.500860
Theft,201429425,09/11/2014 - 8:00pm,9/11/2014,Tbut or Disp of Auto/F,No,Closed - Lexington Police Report,538 Columbia Ave,38.031288,-84.498226,38.031288,-84.498226
Harassment,201429383,08/23/2014 - 12:00pm,9/11/2014,Harassment Physical Contact/m,No,Closed,300 Alumni Dr,38.018062,-84.507518,38.018062,-84.507518
Assault,CSA20141305,09/11/2014 - 8:40pm,9/11/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141306,09/11/2014 - 8:27pm,9/11/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141307,09/11/2014 - 8:30pm,9/11/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141308,09/11/2014 - 8:05am,9/11/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141331,09/09/2014 - 12:00pm,9/11/2014,Terroristic Threatening 3/m,No,Closed - CSA,On Campus,38.040584,-84.503716,38.040584,-84.503716
Liquor Law Violation,CSA20141810,09/11/2014 - 9:37pm,9/11/2014,PERSON 18-20 POSS/PURCH/ ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X8,Yes,Closed - Disciplinary Referral,765 WOODLAND AVE,38.031101,-84.500877,38.031101,-84.500877
Alcohol Intoxication,20142458,09/10/2014 - 12:01am,9/10/2014,"Alcohol Intox in a Public Place (1st & 2nd offense/v, Criminal Trespassing 3rd/v",No,Cleared By Arrest,179 Funkhouser Dr,38.035398,-84.504731,38.035398,-84.504731
Drug Violations,20142460,09/10/2014 - 3:30am,9/10/2014,"One Headlight/v, Disregard Traffic Regulation-1st offense/v, Oper Mtr Vehicle U/influ Alc/Drugs/Etc. .08(agg circum)1st/m, Poss of Marijuana/m, Drug Paraphernalia-Buy/Possess/m, Intermediate Licensing Violations/v.",No,Cleared By Arrest,Winslow St and South Upper,38.042398,-84.50481,38.042398,-84.504810
Terroristic Threatening,CSA20141261,09/10/2014 - 9:54am,9/10/2014,Terroristic Threatening/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141262,09/10/2014 - 7:13am,9/10/2014,Terroristic Threatening/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20141263,09/10/2014 - 3:19am,9/10/2014,Terroristic Threatening/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141264,09/09/2014 - 7:47pm,9/10/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Theft,20142461,09/10/2014 - 7:30am,9/10/2014,"Tbut or Disp Auto $500 or more but u/$10,000/f",No,Closed,741 Rose St,38.032946,-84.506704,38.032946,-84.506704
Theft,20142462,09/05/2014 - 6:00pm,9/10/2014,Tbut of Disp From Building u/$500/m,No,Closed,1000 South Limestone,#N/A,#N/A,#N/A,#N/A
Theft,20142463,09/09/2014 - 6:00pm,9/10/2014,Tbut or Disp from building u/$500/m,No,Closed,1000 South Limestone,#N/A,#N/A,#N/A,#N/A
Theft,20142467,09/05/2014 - 12:00pm,9/10/2014,Tbut or Disp Bicycles u/$500/m,No,Open,758 Woodland Ave,38.029441,-84.502532,38.029441,-84.502532
Theft,20142468,09/10/2014 - 11:28am,9/10/2014,Tbut or Disp from Building u/$500/m,No,Closed,1000 South Limestone,#N/A,#N/A,#N/A,#N/A
Theft,20142469,09/10/2014 - 10:00am,9/10/2014,Tbut or Disp Shoplifting u/$500/m,No,Closed,310 South Limestone Rd,#N/A,#N/A,#N/A,#N/A
Drug Violations,20142474,09/10/2014 - 8:30pm,9/10/2014,"Poss of Marijuana/m, Drug Paraphernalia-buy/possess/m",No,Open,301 Hilltop Ave,38.033407,-84.50395,38.033407,-84.503950
Theft,20142466,09/10/2014 - 12:50pm,9/10/2014,"Tbut or Disp from Building $500 or more but u/$10,000/f",No,Closed,505 Rose St,38.035484,-84.503489,38.035484,-84.503489
Assault,CSA20141297,09/10/2014 - 8:20pm,9/10/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141298,09/10/2014 - 5:18pm,9/10/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141299,09/10/2014 - 2:40pm,9/10/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,CSA20141300,09/10/2014 - 3:33pm,9/10/2014,Assault 4th/m,No,Closed - CSA,1350 Bull Lea Road,#N/A,#N/A,#N/A,#N/A
Assault,201453662,09/10/2014 - 5:00pm,9/10/2014,Assault 4th/m,No,Closed - Lexington Police Report,497 Angliana Ave,38.045338,-84.513407,38.045338,-84.513407
Robbery,CSA20141301,09/10/2014 - 6:34pm,9/10/2014,"Robbery 2nd/f, Assault 2nd/f, Unlawful Imprisonment/m",No,Closed - Lexington Police Report,1080 Export St,38.035488,-84.514959,38.035488,-84.514959
